County,AD,ED,Name,Votes
Queens,AD24,ED89,DAWN L. SMALLS,0
Queens,AD24,ED89,ERIC A. ULRICH,0
Queens,AD24,ED89,YDANIS RODRIGUEZ,0
Queens,AD24,ED89,DANIEL J. O'DONNELL,0
Queens,AD24,ED89,RAFAEL L. ESPINAL JR.,0
Queens,AD24,ED89,LATRICE M. WALKER,0
Queens,AD24,ED89,JUMAANE D. WILLIAMS,0
Queens,AD24,ED89,RON KIM,0
Queens,AD24,ED89,BENJAMIN L. YEE,0
Queens,AD24,ED89,A. MANNY ALICANDRO,0
Queens,AD24,ED89,NOMIKI D. KONST,0
Queens,AD24,ED89,DAVID EISENBACH,0
Queens,AD24,ED89,JARED RICH,0
Queens,AD24,ED89,ANTHONY TONY HERBERT,0
Queens,AD24,ED89,HELAL A. SHEIKH,0
Queens,AD24,ED89,WRITE-IN,0
Queens,AD24,ED90,MELISSA MARK-VIVERITO,0
Queens,AD24,ED90,MICHAEL A. BLAKE,0
Queens,AD24,ED90,DAWN L. SMALLS,0
Queens,AD24,ED90,ERIC A. ULRICH,0
Queens,AD24,ED90,YDANIS RODRIGUEZ,0
Queens,AD24,ED90,DANIEL J. O'DONNELL,0
Queens,AD24,ED90,RAFAEL L. ESPINAL JR.,0
Queens,AD24,ED90,LATRICE M. WALKER,0
Queens,AD24,ED90,JUMAANE D. WILLIAMS,0
Queens,AD24,ED90,RON KIM,0
Queens,AD24,ED90,BENJAMIN L. YEE,0
Queens,AD24,ED90,A. MANNY ALICANDRO,0
Queens,AD24,ED90,NOMIKI D. KONST,0
Queens,AD24,ED90,DAVID EISENBACH,0
Queens,AD24,ED90,JARED RICH,0
Queens,AD24,ED90,ANTHONY TONY HERBERT,0
Queens,AD24,ED90,HELAL A. SHEIKH,0
Queens,AD24,ED90,WRITE-IN,0
Queens,AD24,ED91,MELISSA MARK-VIVERITO,0
Queens,AD24,ED91,MICHAEL A. BLAKE,0
Queens,AD24,ED91,DAWN L. SMALLS,0
Queens,AD24,ED91,ERIC A. ULRICH,0
Queens,AD24,ED91,YDANIS RODRIGUEZ,0
Queens,AD24,ED91,DANIEL J. O'DONNELL,0
Queens,AD24,ED91,RAFAEL L. ESPINAL JR.,0
Queens,AD24,ED91,LATRICE M. WALKER,0
Queens,AD24,ED91,JUMAANE D. WILLIAMS,0
Queens,AD24,ED91,RON KIM,0
Queens,AD24,ED91,BENJAMIN L. YEE,0
Queens,AD24,ED91,A. MANNY ALICANDRO,0
Queens,AD24,ED91,NOMIKI D. KONST,0
Queens,AD24,ED91,DAVID EISENBACH,0
Queens,AD24,ED91,JARED RICH,0
Queens,AD24,ED91,ANTHONY TONY HERBERT,0
Queens,AD24,ED91,HELAL A. SHEIKH,0
Queens,AD24,ED91,WRITE-IN,0
Queens,AD25,ED1,MELISSA MARK-VIVERITO,26
Queens,AD25,ED1,MICHAEL A. BLAKE,10
Queens,AD25,ED1,DAWN L. SMALLS,8
Queens,AD25,ED1,ERIC A. ULRICH,47
Queens,AD25,ED1,YDANIS RODRIGUEZ,6
Queens,AD25,ED1,DANIEL J. O'DONNELL,3
Queens,AD25,ED1,RAFAEL L. ESPINAL JR.,5
Queens,AD25,ED1,LATRICE M. WALKER,0
Queens,AD25,ED1,JUMAANE D. WILLIAMS,47
Queens,AD25,ED1,RON KIM,5
Queens,AD25,ED1,BENJAMIN L. YEE,7
Queens,AD25,ED1,A. MANNY ALICANDRO,2
Queens,AD25,ED1,NOMIKI D. KONST,5
Queens,AD25,ED1,DAVID EISENBACH,1
Queens,AD25,ED1,JARED RICH,0
Queens,AD25,ED1,ANTHONY TONY HERBERT,2
Queens,AD25,ED1,HELAL A. SHEIKH,0
Queens,AD25,ED1,WRITE-IN,1
Queens,AD25,ED2,MELISSA MARK-VIVERITO,0
Queens,AD25,ED2,MICHAEL A. BLAKE,0
Queens,AD25,ED2,DAWN L. SMALLS,0
Queens,AD25,ED2,ERIC A. ULRICH,0
Queens,AD25,ED2,YDANIS RODRIGUEZ,0
Queens,AD25,ED2,DANIEL J. O'DONNELL,0
Queens,AD25,ED2,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED2,LATRICE M. WALKER,0
Queens,AD25,ED2,JUMAANE D. WILLIAMS,0
Queens,AD25,ED2,RON KIM,0
Queens,AD25,ED2,BENJAMIN L. YEE,0
Queens,AD25,ED2,A. MANNY ALICANDRO,0
Queens,AD25,ED2,NOMIKI D. KONST,0
Queens,AD25,ED2,DAVID EISENBACH,0
Queens,AD25,ED2,JARED RICH,0
Queens,AD25,ED2,ANTHONY TONY HERBERT,0
Queens,AD25,ED2,HELAL A. SHEIKH,0
Queens,AD25,ED2,WRITE-IN,0
Queens,AD25,ED3,MELISSA MARK-VIVERITO,27
Queens,AD25,ED3,MICHAEL A. BLAKE,12
Queens,AD25,ED3,DAWN L. SMALLS,3
Queens,AD25,ED3,ERIC A. ULRICH,26
Queens,AD25,ED3,YDANIS RODRIGUEZ,9
Queens,AD25,ED3,DANIEL J. O'DONNELL,3
Queens,AD25,ED3,RAFAEL L. ESPINAL JR.,2
Queens,AD25,ED3,LATRICE M. WALKER,0
Queens,AD25,ED3,JUMAANE D. WILLIAMS,24
Queens,AD25,ED3,RON KIM,10
Queens,AD25,ED3,BENJAMIN L. YEE,10
Queens,AD25,ED3,A. MANNY ALICANDRO,4
Queens,AD25,ED3,NOMIKI D. KONST,2
Queens,AD25,ED3,DAVID EISENBACH,0
Queens,AD25,ED3,JARED RICH,0
Queens,AD25,ED3,ANTHONY TONY HERBERT,2
Queens,AD25,ED3,HELAL A. SHEIKH,1
Queens,AD25,ED3,WRITE-IN,1
Queens,AD25,ED4,MELISSA MARK-VIVERITO,0
Queens,AD25,ED4,MICHAEL A. BLAKE,0
Queens,AD25,ED4,DAWN L. SMALLS,0
Queens,AD25,ED4,ERIC A. ULRICH,0
Queens,AD25,ED4,YDANIS RODRIGUEZ,0
Queens,AD25,ED4,DANIEL J. O'DONNELL,0
Queens,AD25,ED4,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED4,LATRICE M. WALKER,0
Queens,AD25,ED4,JUMAANE D. WILLIAMS,0
Queens,AD25,ED4,RON KIM,0
Queens,AD25,ED4,BENJAMIN L. YEE,0
Queens,AD25,ED4,A. MANNY ALICANDRO,0
Queens,AD25,ED4,NOMIKI D. KONST,0
Queens,AD25,ED4,DAVID EISENBACH,0
Queens,AD25,ED4,JARED RICH,0
Queens,AD25,ED4,ANTHONY TONY HERBERT,0
Queens,AD25,ED4,HELAL A. SHEIKH,0
Queens,AD25,ED4,WRITE-IN,0
Queens,AD25,ED5,MELISSA MARK-VIVERITO,0
Queens,AD25,ED5,MICHAEL A. BLAKE,0
Queens,AD25,ED5,DAWN L. SMALLS,0
Queens,AD25,ED5,ERIC A. ULRICH,0
Queens,AD25,ED5,YDANIS RODRIGUEZ,0
Queens,AD25,ED5,DANIEL J. O'DONNELL,0
Queens,AD25,ED5,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED5,LATRICE M. WALKER,0
Queens,AD25,ED5,JUMAANE D. WILLIAMS,0
Queens,AD25,ED5,RON KIM,0
Queens,AD25,ED5,BENJAMIN L. YEE,0
Queens,AD25,ED5,A. MANNY ALICANDRO,0
Queens,AD25,ED5,NOMIKI D. KONST,0
Queens,AD25,ED5,DAVID EISENBACH,0
Queens,AD25,ED5,JARED RICH,0
Queens,AD25,ED5,ANTHONY TONY HERBERT,0
Queens,AD25,ED5,HELAL A. SHEIKH,0
Queens,AD25,ED5,WRITE-IN,0
Queens,AD25,ED6,MELISSA MARK-VIVERITO,6
Queens,AD25,ED6,MICHAEL A. BLAKE,7
Queens,AD25,ED6,DAWN L. SMALLS,2
Queens,AD25,ED6,ERIC A. ULRICH,55
Queens,AD25,ED6,YDANIS RODRIGUEZ,2
Queens,AD25,ED6,DANIEL J. O'DONNELL,0
Queens,AD25,ED6,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED6,LATRICE M. WALKER,0
Queens,AD25,ED6,JUMAANE D. WILLIAMS,23
Queens,AD25,ED6,RON KIM,13
Queens,AD25,ED6,BENJAMIN L. YEE,14
Queens,AD25,ED6,A. MANNY ALICANDRO,2
Queens,AD25,ED6,NOMIKI D. KONST,1
Queens,AD25,ED6,DAVID EISENBACH,1
Queens,AD25,ED6,JARED RICH,0
Queens,AD25,ED6,ANTHONY TONY HERBERT,0
Queens,AD25,ED6,HELAL A. SHEIKH,1
Queens,AD25,ED6,WRITE-IN,0
Queens,AD25,ED7,MELISSA MARK-VIVERITO,14
Queens,AD25,ED7,MICHAEL A. BLAKE,6
Queens,AD25,ED7,DAWN L. SMALLS,2
Queens,AD25,ED7,ERIC A. ULRICH,56
Queens,AD25,ED7,YDANIS RODRIGUEZ,1
Queens,AD25,ED7,DANIEL J. O'DONNELL,1
Queens,AD25,ED7,RAFAEL L. ESPINAL JR.,2
Queens,AD25,ED7,LATRICE M. WALKER,0
Queens,AD25,ED7,JUMAANE D. WILLIAMS,13
Queens,AD25,ED7,RON KIM,5
Queens,AD25,ED7,BENJAMIN L. YEE,5
Queens,AD25,ED7,A. MANNY ALICANDRO,13
Queens,AD25,ED7,NOMIKI D. KONST,2
Queens,AD25,ED7,DAVID EISENBACH,0
Queens,AD25,ED7,JARED RICH,3
Queens,AD25,ED7,ANTHONY TONY HERBERT,0
Queens,AD25,ED7,HELAL A. SHEIKH,4
Queens,AD25,ED7,WRITE-IN,0
Queens,AD25,ED8,MELISSA MARK-VIVERITO,5
Queens,AD25,ED8,MICHAEL A. BLAKE,7
Queens,AD25,ED8,DAWN L. SMALLS,2
Queens,AD25,ED8,ERIC A. ULRICH,30
Queens,AD25,ED8,YDANIS RODRIGUEZ,1
Queens,AD25,ED8,DANIEL J. O'DONNELL,0
Queens,AD25,ED8,RAFAEL L. ESPINAL JR.,1
Queens,AD25,ED8,LATRICE M. WALKER,1
Queens,AD25,ED8,JUMAANE D. WILLIAMS,9
Queens,AD25,ED8,RON KIM,22
Queens,AD25,ED8,BENJAMIN L. YEE,17
Queens,AD25,ED8,A. MANNY ALICANDRO,0
Queens,AD25,ED8,NOMIKI D. KONST,1
Queens,AD25,ED8,DAVID EISENBACH,1
Queens,AD25,ED8,JARED RICH,0
Queens,AD25,ED8,ANTHONY TONY HERBERT,0
Queens,AD25,ED8,HELAL A. SHEIKH,0
Queens,AD25,ED8,WRITE-IN,0
Queens,AD25,ED9,MELISSA MARK-VIVERITO,11
Queens,AD25,ED9,MICHAEL A. BLAKE,4
Queens,AD25,ED9,DAWN L. SMALLS,2
Queens,AD25,ED9,ERIC A. ULRICH,60
Queens,AD25,ED9,YDANIS RODRIGUEZ,2
Queens,AD25,ED9,DANIEL J. O'DONNELL,0
Queens,AD25,ED9,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED9,LATRICE M. WALKER,0
Queens,AD25,ED9,JUMAANE D. WILLIAMS,26
Queens,AD25,ED9,RON KIM,9
Queens,AD25,ED9,BENJAMIN L. YEE,5
Queens,AD25,ED9,A. MANNY ALICANDRO,10
Queens,AD25,ED9,NOMIKI D. KONST,0
Queens,AD25,ED9,DAVID EISENBACH,0
Queens,AD25,ED9,JARED RICH,0
Queens,AD25,ED9,ANTHONY TONY HERBERT,0
Queens,AD25,ED9,HELAL A. SHEIKH,0
Queens,AD25,ED9,WRITE-IN,0
Queens,AD25,ED10,MELISSA MARK-VIVERITO,0
Queens,AD25,ED10,MICHAEL A. BLAKE,0
Queens,AD25,ED10,DAWN L. SMALLS,0
Queens,AD25,ED10,ERIC A. ULRICH,0
Queens,AD25,ED10,YDANIS RODRIGUEZ,0
Queens,AD25,ED10,DANIEL J. O'DONNELL,0
Queens,AD25,ED10,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED10,LATRICE M. WALKER,0
Queens,AD25,ED10,JUMAANE D. WILLIAMS,0
Queens,AD25,ED10,RON KIM,0
Queens,AD25,ED10,BENJAMIN L. YEE,0
Queens,AD25,ED10,A. MANNY ALICANDRO,0
Queens,AD25,ED10,NOMIKI D. KONST,0
Queens,AD25,ED10,DAVID EISENBACH,0
Queens,AD25,ED10,JARED RICH,0
Queens,AD25,ED10,ANTHONY TONY HERBERT,0
Queens,AD25,ED10,HELAL A. SHEIKH,0
Queens,AD25,ED10,WRITE-IN,0
Queens,AD25,ED11,MELISSA MARK-VIVERITO,0
Queens,AD25,ED11,MICHAEL A. BLAKE,0
Queens,AD25,ED11,DAWN L. SMALLS,0
Queens,AD25,ED11,ERIC A. ULRICH,0
Queens,AD25,ED11,YDANIS RODRIGUEZ,0
Queens,AD25,ED11,DANIEL J. O'DONNELL,0
Queens,AD25,ED11,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED11,LATRICE M. WALKER,0
Queens,AD25,ED11,JUMAANE D. WILLIAMS,0
Queens,AD25,ED11,RON KIM,0
Queens,AD25,ED11,BENJAMIN L. YEE,0
Queens,AD25,ED11,A. MANNY ALICANDRO,0
Queens,AD25,ED11,NOMIKI D. KONST,0
Queens,AD25,ED11,DAVID EISENBACH,0
Queens,AD25,ED11,JARED RICH,0
Queens,AD25,ED11,ANTHONY TONY HERBERT,0
Queens,AD25,ED11,HELAL A. SHEIKH,0
Queens,AD25,ED11,WRITE-IN,0
Queens,AD25,ED12,MELISSA MARK-VIVERITO,7
Queens,AD25,ED12,MICHAEL A. BLAKE,0
Queens,AD25,ED12,DAWN L. SMALLS,1
Queens,AD25,ED12,ERIC A. ULRICH,89
Queens,AD25,ED12,YDANIS RODRIGUEZ,0
Queens,AD25,ED12,DANIEL J. O'DONNELL,5
Queens,AD25,ED12,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED12,LATRICE M. WALKER,0
Queens,AD25,ED12,JUMAANE D. WILLIAMS,8
Queens,AD25,ED12,RON KIM,11
Queens,AD25,ED12,BENJAMIN L. YEE,15
Queens,AD25,ED12,A. MANNY ALICANDRO,16
Queens,AD25,ED12,NOMIKI D. KONST,4
Queens,AD25,ED12,DAVID EISENBACH,2
Queens,AD25,ED12,JARED RICH,0
Queens,AD25,ED12,ANTHONY TONY HERBERT,2
Queens,AD25,ED12,HELAL A. SHEIKH,1
Queens,AD25,ED12,WRITE-IN,1
Queens,AD25,ED13,MELISSA MARK-VIVERITO,0
Queens,AD25,ED13,MICHAEL A. BLAKE,0
Queens,AD25,ED13,DAWN L. SMALLS,0
Queens,AD25,ED13,ERIC A. ULRICH,0
Queens,AD25,ED13,YDANIS RODRIGUEZ,0
Queens,AD25,ED13,DANIEL J. O'DONNELL,0
Queens,AD25,ED13,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED13,LATRICE M. WALKER,0
Queens,AD25,ED13,JUMAANE D. WILLIAMS,0
Queens,AD25,ED13,RON KIM,0
Queens,AD25,ED13,BENJAMIN L. YEE,0
Queens,AD25,ED13,A. MANNY ALICANDRO,0
Queens,AD25,ED13,NOMIKI D. KONST,0
Queens,AD25,ED13,DAVID EISENBACH,0
Queens,AD25,ED13,JARED RICH,0
Queens,AD25,ED13,ANTHONY TONY HERBERT,0
Queens,AD25,ED13,HELAL A. SHEIKH,0
Queens,AD25,ED13,WRITE-IN,0
Queens,AD25,ED14,MELISSA MARK-VIVERITO,0
Queens,AD25,ED14,MICHAEL A. BLAKE,0
Queens,AD25,ED14,DAWN L. SMALLS,0
Queens,AD25,ED14,ERIC A. ULRICH,0
Queens,AD25,ED14,YDANIS RODRIGUEZ,0
Queens,AD25,ED14,DANIEL J. O'DONNELL,0
Queens,AD25,ED14,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED14,LATRICE M. WALKER,0
Queens,AD25,ED14,JUMAANE D. WILLIAMS,0
Queens,AD25,ED14,RON KIM,0
Queens,AD25,ED14,BENJAMIN L. YEE,0
Queens,AD25,ED14,A. MANNY ALICANDRO,0
Queens,AD25,ED14,NOMIKI D. KONST,0
Queens,AD25,ED14,DAVID EISENBACH,0
Queens,AD25,ED14,JARED RICH,0
Queens,AD25,ED14,ANTHONY TONY HERBERT,0
Queens,AD25,ED14,HELAL A. SHEIKH,0
Queens,AD25,ED14,WRITE-IN,0
Queens,AD25,ED15,MELISSA MARK-VIVERITO,7
Queens,AD25,ED15,MICHAEL A. BLAKE,5
Queens,AD25,ED15,DAWN L. SMALLS,6
Queens,AD25,ED15,ERIC A. ULRICH,38
Queens,AD25,ED15,YDANIS RODRIGUEZ,0
Queens,AD25,ED15,DANIEL J. O'DONNELL,2
Queens,AD25,ED15,RAFAEL L. ESPINAL JR.,1
Queens,AD25,ED15,LATRICE M. WALKER,0
Queens,AD25,ED15,JUMAANE D. WILLIAMS,9
Queens,AD25,ED15,RON KIM,1
Queens,AD25,ED15,BENJAMIN L. YEE,1
Queens,AD25,ED15,A. MANNY ALICANDRO,1
Queens,AD25,ED15,NOMIKI D. KONST,2
Queens,AD25,ED15,DAVID EISENBACH,0
Queens,AD25,ED15,JARED RICH,0
Queens,AD25,ED15,ANTHONY TONY HERBERT,0
Queens,AD25,ED15,HELAL A. SHEIKH,0
Queens,AD25,ED15,WRITE-IN,0
Queens,AD25,ED16,MELISSA MARK-VIVERITO,3
Queens,AD25,ED16,MICHAEL A. BLAKE,2
Queens,AD25,ED16,DAWN L. SMALLS,4
Queens,AD25,ED16,ERIC A. ULRICH,20
Queens,AD25,ED16,YDANIS RODRIGUEZ,0
Queens,AD25,ED16,DANIEL J. O'DONNELL,1
Queens,AD25,ED16,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED16,LATRICE M. WALKER,0
Queens,AD25,ED16,JUMAANE D. WILLIAMS,5
Queens,AD25,ED16,RON KIM,10
Queens,AD25,ED16,BENJAMIN L. YEE,3
Queens,AD25,ED16,A. MANNY ALICANDRO,2
Queens,AD25,ED16,NOMIKI D. KONST,1
Queens,AD25,ED16,DAVID EISENBACH,0
Queens,AD25,ED16,JARED RICH,0
Queens,AD25,ED16,ANTHONY TONY HERBERT,0
Queens,AD25,ED16,HELAL A. SHEIKH,0
Queens,AD25,ED16,WRITE-IN,0
Queens,AD25,ED17,MELISSA MARK-VIVERITO,12
Queens,AD25,ED17,MICHAEL A. BLAKE,13
Queens,AD25,ED17,DAWN L. SMALLS,2
Queens,AD25,ED17,ERIC A. ULRICH,17
Queens,AD25,ED17,YDANIS RODRIGUEZ,3
Queens,AD25,ED17,DANIEL J. O'DONNELL,5
Queens,AD25,ED17,RAFAEL L. ESPINAL JR.,1
Queens,AD25,ED17,LATRICE M. WALKER,1
Queens,AD25,ED17,JUMAANE D. WILLIAMS,45
Queens,AD25,ED17,RON KIM,20
Queens,AD25,ED17,BENJAMIN L. YEE,3
Queens,AD25,ED17,A. MANNY ALICANDRO,4
Queens,AD25,ED17,NOMIKI D. KONST,1
Queens,AD25,ED17,DAVID EISENBACH,0
Queens,AD25,ED17,JARED RICH,0
Queens,AD25,ED17,ANTHONY TONY HERBERT,3
Queens,AD25,ED17,HELAL A. SHEIKH,0
Queens,AD25,ED17,WRITE-IN,0
Queens,AD25,ED18,MELISSA MARK-VIVERITO,0
Queens,AD25,ED18,MICHAEL A. BLAKE,0
Queens,AD25,ED18,DAWN L. SMALLS,0
Queens,AD25,ED18,ERIC A. ULRICH,0
Queens,AD25,ED18,YDANIS RODRIGUEZ,0
Queens,AD25,ED18,DANIEL J. O'DONNELL,0
Queens,AD25,ED18,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED18,LATRICE M. WALKER,0
Queens,AD25,ED18,JUMAANE D. WILLIAMS,0
Queens,AD25,ED18,RON KIM,0
Queens,AD25,ED18,BENJAMIN L. YEE,0
Queens,AD25,ED18,A. MANNY ALICANDRO,0
Queens,AD25,ED18,NOMIKI D. KONST,0
Queens,AD25,ED18,DAVID EISENBACH,0
Queens,AD25,ED18,JARED RICH,0
Queens,AD25,ED18,ANTHONY TONY HERBERT,0
Queens,AD25,ED18,HELAL A. SHEIKH,0
Queens,AD25,ED18,WRITE-IN,0
Queens,AD25,ED19,MELISSA MARK-VIVERITO,12
Queens,AD25,ED19,MICHAEL A. BLAKE,15
Queens,AD25,ED19,DAWN L. SMALLS,10
Queens,AD25,ED19,ERIC A. ULRICH,33
Queens,AD25,ED19,YDANIS RODRIGUEZ,1
Queens,AD25,ED19,DANIEL J. O'DONNELL,1
Queens,AD25,ED19,RAFAEL L. ESPINAL JR.,1
Queens,AD25,ED19,LATRICE M. WALKER,0
Queens,AD25,ED19,JUMAANE D. WILLIAMS,30
Queens,AD25,ED19,RON KIM,19
Queens,AD25,ED19,BENJAMIN L. YEE,6
Queens,AD25,ED19,A. MANNY ALICANDRO,0
Queens,AD25,ED19,NOMIKI D. KONST,2
Queens,AD25,ED19,DAVID EISENBACH,0
Queens,AD25,ED19,JARED RICH,0
Queens,AD25,ED19,ANTHONY TONY HERBERT,1
Queens,AD25,ED19,HELAL A. SHEIKH,0
Queens,AD25,ED19,WRITE-IN,1
Queens,AD25,ED20,MELISSA MARK-VIVERITO,0
Queens,AD25,ED20,MICHAEL A. BLAKE,0
Queens,AD25,ED20,DAWN L. SMALLS,0
Queens,AD25,ED20,ERIC A. ULRICH,0
Queens,AD25,ED20,YDANIS RODRIGUEZ,0
Queens,AD25,ED20,DANIEL J. O'DONNELL,0
Queens,AD25,ED20,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED20,LATRICE M. WALKER,0
Queens,AD25,ED20,JUMAANE D. WILLIAMS,0
Queens,AD25,ED20,RON KIM,0
Queens,AD25,ED20,BENJAMIN L. YEE,0
Queens,AD25,ED20,A. MANNY ALICANDRO,0
Queens,AD25,ED20,NOMIKI D. KONST,0
Queens,AD25,ED20,DAVID EISENBACH,0
Queens,AD25,ED20,JARED RICH,0
Queens,AD25,ED20,ANTHONY TONY HERBERT,0
Queens,AD25,ED20,HELAL A. SHEIKH,0
Queens,AD25,ED20,WRITE-IN,0
Queens,AD25,ED21,MELISSA MARK-VIVERITO,11
Queens,AD25,ED21,MICHAEL A. BLAKE,4
Queens,AD25,ED21,DAWN L. SMALLS,0
Queens,AD25,ED21,ERIC A. ULRICH,28
Queens,AD25,ED21,YDANIS RODRIGUEZ,1
Queens,AD25,ED21,DANIEL J. O'DONNELL,3
Queens,AD25,ED21,RAFAEL L. ESPINAL JR.,2
Queens,AD25,ED21,LATRICE M. WALKER,0
Queens,AD25,ED21,JUMAANE D. WILLIAMS,7
Queens,AD25,ED21,RON KIM,31
Queens,AD25,ED21,BENJAMIN L. YEE,9
Queens,AD25,ED21,A. MANNY ALICANDRO,2
Queens,AD25,ED21,NOMIKI D. KONST,1
Queens,AD25,ED21,DAVID EISENBACH,2
Queens,AD25,ED21,JARED RICH,2
Queens,AD25,ED21,ANTHONY TONY HERBERT,2
Queens,AD25,ED21,HELAL A. SHEIKH,0
Queens,AD25,ED21,WRITE-IN,0
Queens,AD25,ED22,MELISSA MARK-VIVERITO,4
Queens,AD25,ED22,MICHAEL A. BLAKE,4
Queens,AD25,ED22,DAWN L. SMALLS,2
Queens,AD25,ED22,ERIC A. ULRICH,40
Queens,AD25,ED22,YDANIS RODRIGUEZ,1
Queens,AD25,ED22,DANIEL J. O'DONNELL,2
Queens,AD25,ED22,RAFAEL L. ESPINAL JR.,3
Queens,AD25,ED22,LATRICE M. WALKER,0
Queens,AD25,ED22,JUMAANE D. WILLIAMS,19
Queens,AD25,ED22,RON KIM,24
Queens,AD25,ED22,BENJAMIN L. YEE,9
Queens,AD25,ED22,A. MANNY ALICANDRO,5
Queens,AD25,ED22,NOMIKI D. KONST,3
Queens,AD25,ED22,DAVID EISENBACH,1
Queens,AD25,ED22,JARED RICH,0
Queens,AD25,ED22,ANTHONY TONY HERBERT,0
Queens,AD25,ED22,HELAL A. SHEIKH,0
Queens,AD25,ED22,WRITE-IN,0
Queens,AD25,ED23,MELISSA MARK-VIVERITO,7
Queens,AD25,ED23,MICHAEL A. BLAKE,2
Queens,AD25,ED23,DAWN L. SMALLS,4
Queens,AD25,ED23,ERIC A. ULRICH,23
Queens,AD25,ED23,YDANIS RODRIGUEZ,0
Queens,AD25,ED23,DANIEL J. O'DONNELL,1
Queens,AD25,ED23,RAFAEL L. ESPINAL JR.,1
Queens,AD25,ED23,LATRICE M. WALKER,0
Queens,AD25,ED23,JUMAANE D. WILLIAMS,9
Queens,AD25,ED23,RON KIM,24
Queens,AD25,ED23,BENJAMIN L. YEE,14
Queens,AD25,ED23,A. MANNY ALICANDRO,2
Queens,AD25,ED23,NOMIKI D. KONST,3
Queens,AD25,ED23,DAVID EISENBACH,0
Queens,AD25,ED23,JARED RICH,0
Queens,AD25,ED23,ANTHONY TONY HERBERT,0
Queens,AD25,ED23,HELAL A. SHEIKH,0
Queens,AD25,ED23,WRITE-IN,0
Queens,AD25,ED24,MELISSA MARK-VIVERITO,0
Queens,AD25,ED24,MICHAEL A. BLAKE,6
Queens,AD25,ED24,DAWN L. SMALLS,0
Queens,AD25,ED24,ERIC A. ULRICH,17
Queens,AD25,ED24,YDANIS RODRIGUEZ,1
Queens,AD25,ED24,DANIEL J. O'DONNELL,0
Queens,AD25,ED24,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED24,LATRICE M. WALKER,0
Queens,AD25,ED24,JUMAANE D. WILLIAMS,2
Queens,AD25,ED24,RON KIM,15
Queens,AD25,ED24,BENJAMIN L. YEE,6
Queens,AD25,ED24,A. MANNY ALICANDRO,2
Queens,AD25,ED24,NOMIKI D. KONST,1
Queens,AD25,ED24,DAVID EISENBACH,1
Queens,AD25,ED24,JARED RICH,0
Queens,AD25,ED24,ANTHONY TONY HERBERT,0
Queens,AD25,ED24,HELAL A. SHEIKH,0
Queens,AD25,ED24,WRITE-IN,0
Queens,AD25,ED25,MELISSA MARK-VIVERITO,1
Queens,AD25,ED25,MICHAEL A. BLAKE,2
Queens,AD25,ED25,DAWN L. SMALLS,1
Queens,AD25,ED25,ERIC A. ULRICH,19
Queens,AD25,ED25,YDANIS RODRIGUEZ,0
Queens,AD25,ED25,DANIEL J. O'DONNELL,0
Queens,AD25,ED25,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED25,LATRICE M. WALKER,0
Queens,AD25,ED25,JUMAANE D. WILLIAMS,2
Queens,AD25,ED25,RON KIM,30
Queens,AD25,ED25,BENJAMIN L. YEE,1
Queens,AD25,ED25,A. MANNY ALICANDRO,2
Queens,AD25,ED25,NOMIKI D. KONST,7
Queens,AD25,ED25,DAVID EISENBACH,0
Queens,AD25,ED25,JARED RICH,0
Queens,AD25,ED25,ANTHONY TONY HERBERT,0
Queens,AD25,ED25,HELAL A. SHEIKH,0
Queens,AD25,ED25,WRITE-IN,0
Queens,AD25,ED26,MELISSA MARK-VIVERITO,0
Queens,AD25,ED26,MICHAEL A. BLAKE,0
Queens,AD25,ED26,DAWN L. SMALLS,0
Queens,AD25,ED26,ERIC A. ULRICH,0
Queens,AD25,ED26,YDANIS RODRIGUEZ,0
Queens,AD25,ED26,DANIEL J. O'DONNELL,0
Queens,AD25,ED26,RAFAEL L. ESPINAL JR.,0
Queens,AD25,ED26,LATRICE M. WALKER,0
Queens,AD25,ED26,JUMAANE D. WILLIAMS,0
Queens,AD25,ED26,RON KIM,0
Queens,AD25,ED26,BENJAMIN L. YEE,0
Queens,AD25,ED26,A. MANNY ALICANDRO,0
Queens,AD25,ED26,NOMIKI D. KONST,0
Queens,AD25,ED26,DAVID EISENBACH,0
Queens,AD25,ED26,JARED RICH,0
Queens,AD25,ED26,ANTHONY TONY HERBERT,0
Queens,AD25,ED26,HELAL A. SHEIKH,0
Queens,AD25,ED26,WRITE-IN,0
Queens,AD25,ED27,MELISSA MARK-VIVERITO,0
Queens,AD25,ED27,MICHAEL A. BLAKE,0
Queens,AD25,ED27,DAWN L. SMALLS,0
